,BV,C,H,L,O,T,V,P
0,1.7041252500000001,0.0254,0.0254,0.02525,0.02525,2014-03-07,67.44587598,1.0
1,0.31234249000000003,0.02525,0.02525,0.02525,0.02525,2014-03-10,12.37,1.0
2,0.0003392,0.02525,0.02525,0.02525,0.02525,2014-03-11,0.01343384,1.0
3,5.04149778,0.027,0.027,0.0254,0.0254,2014-03-12,194.09966132,1.0
4,0.05518507,0.01000996,0.02525,1e-08,0.02525,2014-03-13,9.42033657,1.0
5,0.18136236,0.0267,0.0267,0.01001,0.0267,2014-03-14,6.92663162,1.0
6,0.19340616,0.0267,0.0267,5e-06,0.0267,2014-03-15,11.86233242,1.0
7,3.07401375,0.0279,0.27,1e-05,0.0267,2014-03-16,177.26621541,0.25
8,1.7449871300000002,0.02580002,0.0284,0.0256,0.0257,2014-03-17,64.05766269,0.25
9,1.3253031800000001,0.0303,0.035,0.0256,0.0279,2014-03-18,47.42487174,0.0
10,0.21633552,0.029,0.0315,0.029,0.0315,2014-03-19,7.20130451,0.0
11,0.10592111,0.022600000000000002,0.022600000000000002,0.022600000000000002,0.022600000000000002,2014-03-20,4.68677585,0.25
12,0.05486416,0.026000000000000002,0.026000000000000002,0.0225,0.0225,2014-03-21,2.14794003,0.0
13,0.7772872000000001,0.02600001,0.029,0.02560001,0.029,2014-03-22,29.57954364,0.0
14,0.10993658,0.0263,0.030000000000000002,0.026000000000000002,0.026000000000000002,2014-03-23,4.09821892,0.0
15,0.0580725,0.0294,0.030000000000000002,0.0263,0.0263,2014-03-24,1.96816149,0.0
16,0.21078203,0.030000000000000002,0.030000000000000002,0.02628,0.02628,2014-03-25,7.75379006,0.0
17,0.50609207,0.026756000000000002,0.029500000000000002,0.02641,0.026600000000000002,2014-03-26,18.8036976,0.0
18,0.45877497,0.028856,0.028856,0.026605,0.026756000000000002,2014-03-27,16.95543866,0.0
19,0.2194029,0.026666000000000002,0.028959000000000002,0.02666,0.02670001,2014-03-28,8.07037847,0.0
20,0.31645714,0.02929,0.0293,0.027,0.028,2014-03-29,11.1132666,0.0
21,0.42264328,0.028995,0.029,0.02677021,0.029,2014-03-30,15.30122158,0.0
22,0.58029664,0.0278001,0.02929,0.027701,0.028995,2014-03-31,20.78120926,0.0
23,0.77195839,0.026605,0.0278001,0.0245,0.0277,2014-04-01,28.07785106,0.0
24,0.5339871,0.02565,0.0277,0.0245,0.027,2014-04-02,20.69929834,0.0
25,0.34207375,0.02697,0.027,0.022520000000000002,0.02565,2014-04-03,14.30691626,0.0
26,0.53963687,0.0277,0.0277,0.022636,0.02696999,2014-04-04,21.73319199,0.0
27,0.1598307,0.02333334,0.02549999,0.02320001,0.023200020000000002,2014-04-05,6.82813991,0.0
28,0.10517839,0.0252,0.0261,0.024,0.025500000000000002,2014-04-06,4.22940593,0.0
29,0.0746201,0.02572,0.0276,0.0245009,0.0245009,2014-04-07,2.92925276,0.0
30,0.77881909,0.02350001,0.025999,0.02350001,0.02451,2014-04-08,31.78782505,0.0
31,6.9784893,0.02351031,0.025999,0.0223,0.02350001,2014-04-09,289.37399146,0.0
32,4.43197999,0.024,0.0277,0.022000000000000002,0.02351031,2014-04-10,185.1320878,0.0
33,5.62155975,0.025500000000000002,0.0277,0.023,0.024,2014-04-11,220.7696994,0.0
34,3.00115749,0.0245,0.02639999,0.02445,0.025500000000000002,2014-04-12,118.96264497,0.0
35,3.55040995,0.02599,0.0285,0.02450002,0.02450002,2014-04-13,134.51934976,0.0
36,5.07653183,0.02436,0.025799990000000002,0.023002,0.025799990000000002,2014-04-14,204.7625525,0.0
37,3.08790362,0.0263,0.0288,0.02435,0.024350010000000002,2014-04-15,123.23975759,0.0
38,1.34098869,0.025296,0.0287,0.02435,0.0263,2014-04-16,51.98682462,0.0
39,1.25464479,0.0258,0.0268,0.02435011,0.025296,2014-04-17,50.23656651,0.0
40,2.1758785,0.024,0.0258,0.024,0.024900000000000002,2014-04-18,89.2363664,0.0
41,2.13298974,0.02579998,0.0259,0.0241,0.0241,2014-04-19,84.9293457,0.0
42,1.94747608,0.025,0.02615,0.02461,0.0251,2014-04-20,76.21045492,0.0
43,0.85803388,0.025449990000000002,0.0262,0.02461,0.02599999,2014-04-21,33.3638723,0.0
44,0.5303770800000001,0.02490052,0.02545,0.02490003,0.02545,2014-04-22,21.15670217,0.0
45,1.15221939,0.02475009,0.02544888,0.02475008,0.02490053,2014-04-23,45.8060887,0.0
46,0.34282047,0.02549999,0.025500000000000002,0.02475009,0.025448870000000002,2014-04-24,13.5056911,0.0
47,0.92804243,0.02400002,0.025500000000000002,0.022600000000000002,0.02549999,2014-04-25,37.41433881,0.0
48,0.93255511,0.0252,0.02539999,0.023200000000000002,0.02400002,2014-04-26,37.84425002,0.0
49,0.48399603,0.0231,0.0247,0.0231,0.02350017,2014-04-27,20.32705199,0.0
50,0.78954817,0.0245,0.0246,0.0211,0.0211,2014-04-28,34.05989084,0.0
51,0.72549478,0.02231023,0.0245,0.02231,0.02231001,2014-04-29,30.94692769,0.0
52,1.67512442,0.02529,0.02529,0.0235,0.02350001,2014-04-30,69.58425482,0.0
53,0.53551293,0.02549899,0.025500000000000002,0.02350012,0.02350013,2014-05-01,21.87711944,0.0
54,0.76911322,0.023551060000000002,0.025500000000000002,0.02355011,0.02400051,2014-05-02,31.965850969999998,0.0
55,1.37046204,0.02365,0.02499997,0.02355105,0.023551060000000002,2014-05-03,57.33048176,0.0
56,1.2468716,0.02350001,0.02475,0.02350001,0.02365,2014-05-04,52.08943719,0.0
57,5.63358747,0.023510200000000002,0.025500000000000002,0.02350001,0.02350001,2014-05-05,229.71775118,0.0
58,0.35411291,0.024900000000000002,0.024900000000000002,0.02351013,0.02351013,2014-05-06,14.75377439,0.0
59,1.13836222,0.02400004,0.024900000000000002,0.02400002,0.02489999,2014-05-07,47.05597909,0.0
60,1.95241091,0.024,0.0244,0.0238001,0.02404999,2014-05-08,81.30926732,0.0
61,1.67828539,0.02380002,0.0242,0.0236,0.024,2014-05-09,70.4134723,0.0
62,0.78318942,0.0239,0.02419998,0.02380002,0.02380002,2014-05-10,32.60521748,0.0
63,1.40974599,0.0236,0.0242,0.02300001,0.02381003,2014-05-11,59.29260357,0.0
64,1.47822709,0.02365,0.02419949,0.02333,0.0237,2014-05-12,61.65977764,0.0
65,2.37098132,0.0236,0.0247,0.023400050000000002,0.02365,2014-05-13,99.47526766,0.0
66,0.63344521,0.02404195,0.02404195,0.02340006,0.0236,2014-05-14,26.92776692,0.0
67,1.80280453,0.023415000000000002,0.0244,0.023415000000000002,0.023420240000000002,2014-05-15,76.47237003,0.0
68,1.81005108,0.02220006,0.0244,0.02200003,0.02341502,2014-05-16,79.26697842,0.0
69,1.25824962,0.0233,0.024300000000000002,0.0225,0.0225,2014-05-17,53.03969367,0.0
70,1.83575267,0.0227,0.02379999,0.02100001,0.023200000000000002,2014-05-18,80.80728677,0.0
71,1.0579224,0.02250002,0.02339,0.02100005,0.022600000000000002,2014-05-19,46.8967683,0.0
72,4.10530547,0.0225,0.0235,0.022000000000000002,0.02250002,2014-05-20,180.19586438,0.0
73,5.05828184,0.0210001,0.02333988,0.02100001,0.022000000000000002,2014-05-21,229.59060795,0.0
74,2.46031499,0.0205,0.022000000000000002,0.019,0.0210001,2014-05-22,117.42877288,0.0
75,12.64094211,0.0212,0.022600000000000002,0.01800005,0.0205,2014-05-23,597.65822692,0.0
76,3.46825849,0.0234,0.0235,0.02010002,0.0212,2014-05-24,150.96184827,0.0
77,4.6475462,0.02000021,0.02299999,0.0193,0.02126005,2014-05-25,215.10987742,0.0
78,1.85626882,0.02179988,0.022000000000000002,0.0180001,0.021,2014-05-26,91.05803767,0.0
79,2.59295958,0.01981815,0.02179998,0.01800007,0.02,2014-05-27,130.34427385,0.0
80,2.70995647,0.01955,0.01981815,0.018200110000000002,0.01981815,2014-05-28,146.48706409,0.0
81,3.19111373,0.0187001,0.0198,0.01861,0.019005,2014-05-29,165.71847944,0.0
82,3.23965171,0.01853103,0.01968,0.018031020000000002,0.01870055,2014-05-30,175.37680394,0.0
83,2.32546384,0.0174,0.0189,0.0174,0.01803103,2014-05-31,129.02956743,0.25
84,6.13386529,0.016785,0.01801,0.016,0.0174,2014-06-01,363.39271016,0.25
85,1.17487786,0.01695,0.018600000000000002,0.016784,0.016784,2014-06-02,67.71177333,0.25
86,0.85806753,0.01777,0.01789999,0.01697,0.01699,2014-06-03,49.78690098,0.25
87,5.83474065,0.0175,0.01777,0.01620011,0.01777,2014-06-04,345.31778876,0.25
88,2.80967988,0.0169101,0.0176998,0.01645001,0.016900000000000002,2014-06-05,163.00587665,0.25
89,6.5927872,0.016900000000000002,0.018000000000000002,0.0168,0.016913,2014-06-06,384.47087085,0.25
90,3.23633014,0.01759,0.0179,0.016900000000000002,0.016900000000000002,2014-06-07,187.01464256,0.25
91,2.1731057,0.01709001,0.01759,0.01692,0.017490000000000002,2014-06-08,126.36654161,0.25
92,3.09575206,0.0174,0.0175,0.01709,0.01709001,2014-06-09,179.40185347,0.25
93,3.89767177,0.01704997,0.0174,0.016,0.0173,2014-06-10,230.63840381,0.25
94,3.09563847,0.01680027,0.017266,0.016,0.01704997,2014-06-11,183.22355446,0.25
95,5.06349388,0.01682682,0.0175,0.0166,0.017266,2014-06-12,294.67057166,0.25
96,1.22774972,0.0171,0.01762506,0.01682684,0.01762506,2014-06-13,71.88548115,0.25
97,3.79166641,0.01692,0.01762506,0.01690001,0.0171,2014-06-14,222.5892178,0.25
98,5.27562238,0.01654,0.01739999,0.01654,0.01692,2014-06-15,312.38567785,0.25
99,8.09752786,0.0164942,0.01686008,0.0160601,0.01670572,2014-06-16,495.65137018,0.25
100,5.65562679,0.01555,0.0166,0.0155,0.01621221,2014-06-17,353.4448785,0.25
101,2.95084452,0.01592,0.01639999,0.01555,0.015555000000000001,2014-06-18,186.81238303,0.25
102,16.36182745,0.0155618,0.023,0.01555351,0.01592,2014-06-19,972.91465942,0.0
103,5.59131678,0.0165,0.016870510000000002,0.0158,0.01661883,2014-06-20,341.36193834,0.0
104,3.28854813,0.01627801,0.01682944,0.01611104,0.01650043,2014-06-21,200.19168087,0.0
105,5.73803103,0.016050000000000002,0.017071,0.016050000000000002,0.01631001,2014-06-22,351.6359748,0.0
106,4.38901392,0.01640803,0.01705117,0.0160541,0.01608601,2014-06-23,267.91727331,0.0
107,3.77788652,0.016513,0.016557,0.016073,0.01640803,2014-06-24,231.6453121,0.0
108,10.893939360000001,0.01643799,0.0173,0.01620002,0.016513,2014-06-25,651.23794531,0.0
109,4.63724177,0.01585099,0.01637299,0.015632,0.016256,2014-06-26,287.83980227,0.0
110,3.05162164,0.015418020000000001,0.016,0.015416270000000001,0.0157,2014-06-27,195.2956006,0.0
111,1.88129214,0.015300000000000001,0.01555199,0.015130000000000001,0.01555199,2014-06-28,122.24872724,0.0
112,5.46714359,0.0149,0.01545798,0.0149,0.015300000000000001,2014-06-29,360.98665178,0.0
113,11.37929365,0.01370002,0.01495699,0.013600010000000001,0.014785,2014-06-30,798.09710215,0.0
114,7.73766409,0.01235002,0.01399997,0.01235,0.01370002,2014-07-01,574.10838378,0.0
115,9.30415548,0.012531,0.013000000000000001,0.01216163,0.01221265,2014-07-02,742.57730306,0.0
116,3.0855096,0.012714,0.012742990000000001,0.012207,0.012531,2014-07-03,245.88253777,0.0
117,10.43649236,0.011559,0.01274399,0.011559,0.0125,2014-07-04,840.20613954,0.25
118,4.26426903,0.01152,0.01191099,0.01075822,0.011559,2014-07-05,369.48656745,0.25
119,4.84084015,0.011168,0.01166399,0.010849000000000001,0.01166399,2014-07-06,435.00394596,0.25
120,8.20589886,0.012331,0.012331,0.010849000000000001,0.01112,2014-07-07,695.13521222,0.0
121,46.70120717,0.012421,0.0135,0.012,0.012302,2014-07-08,3813.97721348,0.0
122,7.98537544,0.012449,0.0135,0.012421,0.012421,2014-07-09,624.84879515,0.0
123,4.80252949,0.01259,0.01292399,0.0121,0.01244501,2014-07-10,382.37934272,0.0
124,3.42683692,0.012519,0.01299399,0.01229801,0.012511,2014-07-11,269.9229205,0.0
125,10.92635505,0.013677,0.013997,0.0122,0.012354,2014-07-12,816.45892264,0.0
126,6.73808953,0.014302200000000001,0.01475624,0.013539,0.01361101,2014-07-13,469.60174126,0.0
127,4.1781725,0.014,0.0145,0.013683,0.01442,2014-07-14,298.26196662,0.0
128,11.87645242,0.014154980000000001,0.0142,0.013651,0.014,2014-07-15,845.6084432,0.0
129,3.15123141,0.013468850000000001,0.014078,0.013467,0.013883,2014-07-16,231.64832098,0.0
130,6.63276119,0.01475624,0.01475624,0.01340901,0.01346801,2014-07-17,482.13104863,0.0
131,3.60252935,0.01403001,0.01449599,0.01385,0.01426897,2014-07-18,255.41080971,0.0
132,4.96529586,0.013976,0.01418819,0.01362001,0.014091000000000001,2014-07-19,356.52954923,0.0
133,4.8706057000000005,0.01379,0.014,0.01362005,0.013976,2014-07-20,354.1126913,0.0
134,5.16119396,0.01390691,0.01392299,0.01362004,0.0138,2014-07-21,376.44047569,0.0
135,15.04356582,0.01393801,0.014,0.01366,0.01391933,2014-07-22,1086.18848251,0.0
136,2.00404879,0.0137,0.013963,0.01367,0.013940000000000001,2014-07-23,145.70764979,0.0
137,6.91307332,0.0131,0.01383996,0.013000000000000001,0.013686,2014-07-24,511.13249678,0.0
138,5.47426582,0.01246001,0.01319999,0.01246,0.01302,2014-07-25,428.35390465,0.0
139,7.5892533,0.01268021,0.013507130000000001,0.01246165,0.01246166,2014-07-26,576.82873727,0.0
140,2.75531095,0.013064010000000001,0.01316,0.0124533,0.01289999,2014-07-27,213.37753687,0.0
141,3.12563644,0.012844,0.01323,0.0127,0.013130000000000001,2014-07-28,240.67087989,0.0
142,2.56832736,0.01312,0.01312001,0.0127,0.01290999,2014-07-29,198.56979798,0.0
143,3.48853223,0.01291101,0.01315,0.01272,0.01312,2014-07-30,269.75022449,0.0
144,4.35234461,0.01274,0.01306697,0.0125,0.01306697,2014-07-31,340.73863809,0.0
145,5.11383563,0.012735,0.013000000000000001,0.0125,0.012811,2014-08-01,400.81592174,0.0
146,6.16513373,0.01286,0.01307999,0.012513,0.01265001,2014-08-02,481.55835732,0.0
147,3.71779264,0.01273001,0.01299899,0.01263,0.01286,2014-08-03,291.98207573,0.0
148,2.59070869,0.0125,0.01289862,0.01246158,0.01289862,2014-08-04,205.30610431,0.0
149,4.99892415,0.01231,0.01268,0.012,0.01267099,2014-08-05,403.29032515,0.0
150,2.53785909,0.01228311,0.01243,0.01208002,0.01231,2014-08-06,207.58989529,0.0
151,3.49330774,0.01200177,0.01232745,0.009536020000000001,0.01228311,2014-08-07,295.18897965,0.0
152,2.10329069,0.0118981,0.01221899,0.01189801,0.01209999,2014-08-08,174.93461975,0.0
153,3.25692679,0.011770000000000001,0.01201205,0.011000010000000001,0.0118981,2014-08-09,275.76560028,0.0
154,7.96404325,0.011803000000000001,0.01196298,0.011600000000000001,0.011679130000000001,2014-08-10,677.18452506,0.0
155,3.07636508,0.01056401,0.011819,0.00980018,0.01180899,2014-08-11,274.77457843,0.0
156,9.59579919,0.009932,0.01051,0.0097,0.01050904,2014-08-12,952.55228265,0.0
157,8.82702332,0.009274010000000001,0.00999699,0.00883501,0.009932,2014-08-13,930.08003605,0.25
158,6.59027605,0.01,0.01029989,0.009111000000000001,0.009278400000000001,2014-08-14,671.15309282,0.0
159,8.77675596,0.010299570000000001,0.01038228,0.009888010000000001,0.009986,2014-08-15,869.97531602,0.0
160,7.18928199,0.00965,0.01039999,0.009300000000000001,0.0102,2014-08-16,738.61240573,0.0
161,9.85016722,0.00899996,0.009802,0.00890001,0.00950801,2014-08-17,1059.2713975,0.25
162,9.29717737,0.00822202,0.00908477,0.00800006,0.00891301,2014-08-18,1094.18105688,0.25
163,14.7335495,0.00965895,0.01004074,0.00818202,0.008256,2014-08-19,1586.4931775,0.0
164,13.767066400000001,0.01076,0.01115314,0.009396,0.00965894,2014-08-20,1316.87871974,0.0
165,12.93056242,0.01117153,0.01177619,0.0106623,0.01076999,2014-08-21,1141.78691989,0.0
166,8.29404092,0.01018401,0.01137406,0.010047,0.01110901,2014-08-22,799.79387046,0.0
167,4.31358872,0.009887,0.010179,0.009593,0.010179,2014-08-23,438.33396084,0.0
168,15.10972933,0.01072001,0.011691990000000001,0.00980101,0.00980101,2014-08-24,1396.01070776,0.0
169,5.52810847,0.01036,0.010727,0.0103,0.010727,2014-08-25,525.3339888,0.0
170,3.59120746,0.01084816,0.0111,0.010361,0.010361,2014-08-26,331.72050027,0.0
171,4.57842955,0.010506,0.011260000000000001,0.010406,0.01084816,2014-08-27,417.895985,0.0
172,3.38911188,0.01034086,0.01063085,0.01018054,0.01062399,2014-08-28,328.20902394,0.0
173,1.59247601,0.01048701,0.0106,0.01026001,0.01034087,2014-08-29,152.40691494,0.0
174,4.81227813,0.01034899,0.01067467,0.01033,0.010597,2014-08-30,464.33055559,0.0
175,3.77807076,0.01017,0.01049999,0.01001099,0.0103509,2014-08-31,369.10894719,0.0
176,4.62445614,0.010058000000000001,0.01030682,0.01005,0.01017,2014-09-01,453.60796142,0.0
177,5.06917417,0.01009601,0.01016,0.0098,0.01010207,2014-09-02,510.60479546,0.0
178,2.63359072,0.01028073,0.010338,0.01,0.01010601,2014-09-03,259.76186156,0.0
179,4.7313583,0.01076999,0.01099893,0.01010614,0.01010614,2014-09-04,443.79790878,0.0
180,4.44755935,0.010397,0.010724000000000001,0.01025901,0.010577,2014-09-05,422.75300042,0.0
181,3.54584194,0.010204,0.01048,0.01011743,0.01039145,2014-09-06,345.35473207,0.0
182,4.57024881,0.010393,0.01069599,0.010198,0.01029825,2014-09-07,437.44062951,0.0
183,1.29871212,0.01051205,0.01066991,0.010393,0.01046103,2014-09-08,123.49181955,0.0
184,3.96768038,0.01058675,0.01079999,0.0105,0.010536,2014-09-09,370.95932302,0.0
185,6.5396686200000005,0.011067,0.011234000000000001,0.01060145,0.01075589,2014-09-10,593.76343575,0.0
186,8.83268138,0.011396970000000001,0.01149898,0.011068,0.011068,2014-09-11,781.47802574,0.0
187,4.9431148700000005,0.011275,0.01152048,0.011185,0.011267000000000001,2014-09-12,433.74254591,0.0
188,4.9092847200000005,0.011314010000000001,0.01147199,0.01121,0.011275,2014-09-13,432.3692574,0.0
189,10.52711791,0.01125237,0.01155133,0.01125237,0.01129015,2014-09-14,919.86186886,0.0
190,6.37126233,0.01085109,0.01150375,0.01080364,0.011245,2014-09-15,571.89714693,0.0
191,5.21225701,0.01091301,0.011001,0.01075305,0.01096598,2014-09-16,480.10566993,0.0
192,5.36671273,0.01102,0.01117225,0.01075305,0.010915010000000001,2014-09-17,487.04168994,0.0
193,7.17921722,0.01117725,0.0114,0.01091001,0.011126,2014-09-18,646.01212061,0.0
194,6.0479024,0.011013,0.011262040000000001,0.01090047,0.01118099,2014-09-19,543.82437322,0.0
195,9.99496589,0.01055139,0.01116,0.010420510000000001,0.01111,2014-09-20,915.67888742,0.0
196,3.41249697,0.01056248,0.0108,0.01042801,0.01044002,2014-09-21,323.17903071,0.0
197,4.7666456,0.01057172,0.0109,0.010536760000000001,0.01065355,2014-09-22,443.7988205,0.0
198,12.06129532,0.01108879,0.01119999,0.01053593,0.01066052,2014-09-23,1116.71795062,0.0
199,19.03913408,0.01118,0.01119182,0.01085479,0.01096374,2014-09-24,1719.35695104,0.0
200,9.98486738,0.01097602,0.01117429,0.01080746,0.01106263,2014-09-25,905.28623208,0.0
201,5.75817453,0.01102999,0.01117434,0.01092373,0.01098315,2014-09-26,521.51598607,0.0
202,3.51318391,0.01114777,0.01115159,0.01094565,0.011000000000000001,2014-09-27,318.96805902,0.0
203,5.7914670600000004,0.0112,0.01121101,0.01096474,0.01114659,2014-09-28,523.12538049,0.0
204,3.49487531,0.01130004,0.01133543,0.01111,0.01121101,2014-09-29,311.27648647,0.0
205,14.85437564,0.01152995,0.01175817,0.011127370000000001,0.01130004,2014-09-30,1290.03180953,0.0
206,3.25982695,0.01155071,0.01172747,0.011425,0.01152996,2014-10-01,283.07983937,0.0
207,1.90488336,0.011441100000000001,0.0117024,0.01141,0.011644990000000001,2014-10-02,164.3284941,0.0
208,6.4869031,0.01160501,0.011789,0.011414810000000001,0.01144613,2014-10-03,561.22598566,0.0
209,12.43001144,0.01194221,0.0119998,0.0114,0.01160561,2014-10-04,1060.90771749,0.0
210,11.49605596,0.01178316,0.01199902,0.01140563,0.01194296,2014-10-05,978.4385447,0.0
211,6.96855213,0.01143278,0.01187095,0.0112679,0.01176975,2014-10-06,604.03904759,0.0
212,9.96717535,0.0119371,0.012,0.011350240000000001,0.01136605,2014-10-07,849.1499363,0.0
213,9.48084446,0.0111666,0.011899980000000001,0.01114984,0.01148,2014-10-08,836.78862011,0.0
214,14.45110289,0.01066413,0.01135233,0.01043434,0.01124172,2014-10-09,1326.97940112,0.0
215,5.56253387,0.0104485,0.01083664,0.01041797,0.01083664,2014-10-10,526.15084728,0.0
216,8.24443341,0.01034511,0.01051108,0.01033039,0.01051108,2014-10-11,791.42870821,0.0
217,4.21372204,0.01024212,0.01054653,0.01020409,0.01036219,2014-10-12,406.50726716,0.0
218,6.91297558,0.00993001,0.01040328,0.00988957,0.010362060000000001,2014-10-13,683.452852,0.0
219,16.99958913,0.01015326,0.01062272,0.0096364,0.01004821,2014-10-14,1683.47498141,0.0
220,4.26007174,0.010122850000000001,0.01033684,0.0101006,0.01015201,2014-10-15,416.28561878,0.0
221,4.20368813,0.0103541,0.0105738,0.01012701,0.01032809,2014-10-16,406.33505721,0.0
222,12.40758574,0.01020576,0.01064592,0.01001753,0.01051899,2014-10-17,1196.7931627,0.0
223,7.506836,0.010431000000000001,0.01059274,0.010303,0.01052576,2014-10-18,721.22821123,0.0
224,8.93663276,0.01024801,0.01049304,0.009924220000000001,0.01030703,2014-10-19,872.2650805,0.0
225,3.80143516,0.01015167,0.0103645,0.010110000000000001,0.01024601,2014-10-20,369.96452979,0.0
226,9.61411745,0.010286,0.010320000000000001,0.00993616,0.01015604,2014-10-21,949.71878784,0.0
227,11.98148994,0.01006001,0.01027509,0.010034,0.010271,2014-10-22,1176.38704502,0.0
228,10.37329371,0.01035,0.01038979,0.010076,0.010158,2014-10-23,1011.53977578,0.0
229,6.40253669,0.01041823,0.010591,0.01022,0.01035,2014-10-24,616.85012044,0.0
230,11.05293923,0.01059178,0.0106,0.01028069,0.01043,2014-10-25,1055.51236047,0.0
231,5.37202044,0.01048298,0.01059999,0.01036798,0.01056,2014-10-26,512.84172364,0.0
232,9.52874378,0.01072752,0.01092009,0.01047,0.01048298,2014-10-27,889.0687136,0.0
233,10.34642113,0.01084547,0.01090399,0.0107,0.01074402,2014-10-28,959.20574774,0.0
234,12.6556763,0.01097496,0.01106919,0.01075812,0.01084547,2014-10-29,1158.66299638,0.0
235,6.9091738,0.01099001,0.01118499,0.01087301,0.011066,2014-10-30,622.74212792,0.0
236,11.36759282,0.01099,0.01118565,0.010688640000000001,0.01099,2014-10-31,1037.00582999,0.0
237,10.33179099,0.01099,0.011052310000000001,0.010688640000000001,0.01098626,2014-11-01,947.73613983,0.0
238,7.99021371,0.01101924,0.01105336,0.01085758,0.010923,2014-11-02,730.16421393,0.0
239,1.37764759,0.011008500000000001,0.01105336,0.010901000000000001,0.01093724,2014-11-03,125.7279069,0.0
240,9.26314946,0.011000000000000001,0.011055,0.01070129,0.01100844,2014-11-04,845.11958463,0.0
241,4.84203242,0.01072592,0.010994,0.01056001,0.01093696,2014-11-05,453.35324166,0.0
242,5.8903237,0.01047175,0.01079481,0.01035892,0.01069381,2014-11-06,556.24613114,0.0
243,8.48545283,0.01031986,0.010554580000000001,0.01031773,0.010534720000000001,2014-11-07,810.97814887,0.0
244,16.70146676,0.010346900000000001,0.010424000000000001,0.01015355,0.01031801,2014-11-08,1628.81927903,0.0
245,18.39368869,0.01011047,0.010346900000000001,0.009940000000000001,0.010346900000000001,2014-11-09,1819.81138195,0.0
246,18.4823726,0.01004113,0.01012303,0.00982094,0.01010988,2014-11-10,1844.89758973,0.0
247,7.06997932,0.010047,0.01011686,0.01,0.01,2014-11-11,704.45688807,0.0
248,27.84528764,0.00949012,0.01003,0.00936007,0.010001,2014-11-12,2869.06562153,0.0
249,20.27167766,0.00960302,0.010117000000000001,0.009122,0.00949012,2014-11-13,2084.63577285,0.0
250,9.87562716,0.00989,0.01013206,0.0096651,0.009789,2014-11-14,989.3143003,0.0
251,24.46744663,0.010266,0.0103313,0.00970225,0.01000983,2014-11-15,2424.72645915,0.0
252,14.77272913,0.01001,0.010338,0.009810010000000001,0.010266,2014-11-16,1467.06859107,0.0
253,6.71444778,0.00999731,0.010149,0.009810000000000001,0.00999,2014-11-17,675.33899123,0.0
254,4.99835967,0.01,0.01005601,0.00987146,0.009918,2014-11-18,499.52176598,0.0
255,10.30512419,0.00998103,0.01003797,0.009810000000000001,0.01,2014-11-19,1042.86818106,0.0
256,12.32498425,0.01006984,0.010126,0.009810020000000001,0.009891,2014-11-20,1230.90212716,0.0
257,11.31046233,0.00997198,0.010190920000000001,0.00983908,0.01018499,2014-11-21,1132.54579682,0.0
258,21.28843614,0.00996999,0.00997,0.0097909,0.00985701,2014-11-22,2155.28683638,0.0
259,6.89414254,0.00986467,0.00997,0.00979284,0.00984801,2014-11-23,698.91788374,0.0
260,7.80116016,0.00953,0.009871,0.00936853,0.00979091,2014-11-24,813.36009667,0.0
261,4.23620433,0.00955973,0.00955982,0.00927677,0.00953,2014-11-25,448.15856045,0.0
262,6.24631651,0.009667,0.00969599,0.00939379,0.00953299,2014-11-26,656.44604242,0.0
263,7.07200284,0.009663,0.00969613,0.00940001,0.00955902,2014-11-27,737.40410599,0.0
264,17.82432101,0.00956102,0.00972602,0.00933029,0.00955801,2014-11-28,1851.78154145,0.0
265,19.76832513,0.009404560000000001,0.00969889,0.009280710000000001,0.00966292,2014-11-29,2086.197367,0.0
266,3.87662364,0.00937996,0.00959247,0.009334190000000001,0.00949,2014-11-30,410.97495181,0.0
267,12.0131161,0.009344,0.00947199,0.00925876,0.00934742,2014-12-01,1288.46588337,0.0
268,9.66427093,0.00940811,0.00953196,0.00928167,0.009344980000000001,2014-12-02,1026.55939377,0.0
269,7.16657254,0.009558,0.009558,0.0094,0.00951,2014-12-03,754.28266784,0.0
270,4.03939236,0.009599990000000001,0.009621910000000001,0.00943499,0.00952004,2014-12-04,422.85450025,0.0
271,7.64642322,0.00957877,0.00969153,0.0095,0.009599980000000001,2014-12-05,796.79389287,0.0
272,15.21185174,0.00948874,0.00961,0.00938358,0.009502,2014-12-06,1601.39025841,0.0
273,13.53269749,0.00959401,0.009935,0.0095043,0.00960597,2014-12-07,1387.04993597,0.0
274,18.94562775,0.010032000000000001,0.01017036,0.00967396,0.00967396,2014-12-08,1896.02631594,0.0
275,8.77840811,0.01,0.01017622,0.0099,0.01003801,2014-12-09,876.82708069,0.0
276,5.47423942,0.010005,0.01014897,0.00993301,0.00993301,2014-12-10,545.21709434,0.0
277,5.14542738,0.00992399,0.01011098,0.00975,0.01003197,2014-12-11,518.08001041,0.0
278,3.26295032,0.009801,0.00992399,0.00980001,0.009823740000000001,2014-12-12,331.54384637,0.0
279,18.79768556,0.009973010000000001,0.00997302,0.00974033,0.00992398,2014-12-13,1907.26111553,0.0
280,5.07068656,0.009831,0.010001,0.00982562,0.00990908,2014-12-14,512.45208394,0.0
281,6.16224173,0.01000876,0.010015,0.00981895,0.00983008,2014-12-15,617.42900063,0.0
282,31.25801247,0.00927017,0.01006407,0.00909999,0.01000999,2014-12-16,3286.37430663,0.0
283,12.14701864,0.00920601,0.00954777,0.00916702,0.00927016,2014-12-17,1311.31195627,0.0
